"FarmID","FarmScaleID","SpeciesID","Certification","DiseaseID","DiseaseDiagnosis","SubstanceUsed","SubstanceCategory","Location","Disease","DiseaseSigns","AffectPart","Agent","Cause"
"2-2-045-01","Large","Penaeus monodon","Don’t know","EMS","Shrimp behaviour","Dolomite","Mineral buffer","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-045-01","Large","Penaeus monodon","Don’t know","EMS","Shrimp behaviour","K-Max","Immunostimulant","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-045-01","Large","Penaeus monodon","Don’t know","EMS","Shrimp behaviour","Mutagen","Immunostimulant, Feed additive","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-045-01","Large","Penaeus monodon","Don’t know","EMS","Shrimp behaviour","pH Fixer","Probiotic","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-045-01","Large","Penaeus monodon","Don’t know","EMS","Shrimp behaviour","Soda mix","Immunostimulant","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-045-01","Large","Penaeus monodon","Don’t know","EMS","Shrimp behaviour","Super Biotic","Probiotic","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-045-01","Large","Penaeus monodon","Don’t know","EMS","Shrimp behaviour","Super PS","Probiotic","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-045-01","Large","Penaeus monodon","Don’t know","EMS","Shrimp behaviour","Zymetin","Probiotic","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-046-01","Large","Penaeus monodon","No certification","WSSV","Experience","A. Soil","Mineral elements","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"2-2-046-01","Large","Penaeus monodon","No certification","Black gill","Shrimp behaviour","Bio-trim","Probiotic","Khulna","Black Gill Disease","Black Spots on Gill","Gills","Bacteria/Fungus","Infectious"
"2-2-046-01","Large","Penaeus monodon","No certification","Redness","Shrimp behaviour","C-191","Immunostimulant","Khulna","TSV","Red Body, appendages, soft shell and empty stomach","All","Virus","Infectious"
"2-2-046-01","Large","Penaeus monodon","No certification","EMS","Shrimp behaviour","Calmag","Immunostimulant","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-046-01","Large","Penaeus monodon","No certification","EMS","Shrimp behaviour","Mutagen","Immunostimulant, Feed additive","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-046-01","Large","Penaeus monodon","No certification","EMS","Shrimp behaviour","pH Fixer","Probiotic","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-046-01","Large","Penaeus monodon","No certification","EMS","Shrimp behaviour","Soda mix","Immunostimulant","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-046-01","Large","Penaeus monodon","No certification","EMS","Shrimp behaviour","Super Biotic","Probiotic","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-046-01","Large","Penaeus monodon","No certification","EMS","Shrimp behaviour","Super PS","Probiotic","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-046-01","Large","Penaeus monodon","No certification","EMS","Shrimp behaviour","Zymetin","Probiotic","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-048-01","Large","Penaeus monodon","No certification","WSSV","Experience","A. Soil","Mineral elements","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"2-2-048-01","Large","Penaeus monodon","No certification","EMS","Other farmers experience","Calmag","Immunostimulant","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-048-01","Large","Penaeus monodon","No certification","EMS","Shrimp behaviour","CeVit- Aqua","Vitamins","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-048-01","Large","Penaeus monodon","No certification","EMS","Mortality rate","K-Max","Immunostimulant","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-048-01","Large","Penaeus monodon","No certification","EMS","Private consultant/ technician","Mutagen","Immunostimulant, Feed additive","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-048-01","Large","Penaeus monodon","No certification","EMS","Private consultant/ technician","Oxy- Glod","Oxygen supplier","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-048-01","Large","Penaeus monodon","No certification","EMS","Private consultant/ technician","pH Fixer","Probiotic","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-048-01","Large","Penaeus monodon","No certification","EMS","Private consultant/ technician","Pro-2","Probiotic","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-048-01","Large","Penaeus monodon","No certification","EMS","Private consultant/ technician","Pro-W","Probiotic","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-048-01","Large","Penaeus monodon","No certification","EMS","Private consultant/ technician","Soda mix","Immunostimulant","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-048-01","Large","Penaeus monodon","No certification","EMS","Private consultant/ technician","Super Biotic","Probiotic","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-048-01","Large","Penaeus monodon","No certification","EMS","Private consultant/ technician","Super PS","Probiotic","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-048-01","Large","Penaeus monodon","No certification","EMS","Private consultant/ technician","Yuca","Toxic gas reducer","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-048-01","Large","Penaeus monodon","No certification","EMS","Private consultant/ technician","Zymetin","Probiotic","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-049-01","Large","Penaeus monodon","Don’t know","WSSV","Experience","A. Soil","Mineral elements","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"2-2-049-01","Large","Penaeus monodon","Don’t know","Black gill","Shrimp behaviour","Calmag","Immunostimulant","Khulna","Black Gill Disease","Black Spots on Gill","Gills","Bacteria/Fungus","Infectious"
"2-2-049-01","Large","Penaeus monodon","Don’t know","Antenna broken","Shrimp behaviour","CeVit- Aqua","Vitamins","Khulna","Physical Injury","Broken antenna","Antenna","None","Physical"
"2-2-049-01","Large","Penaeus monodon","Don’t know","EMS","Shrimp behaviour","K-Max","Immunostimulant","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-049-01","Large","Penaeus monodon","Don’t know","Fouling","Shrimp behaviour","Mutagen","Immunostimulant, Feed additive","Khulna","Cotton Shrimp Disease","Cotton-like appearance of muscle tissue","Body","Parasite","Infectious"
"2-2-049-01","Large","Penaeus monodon","Don’t know","Fouling","Shrimp behaviour","pH Fixer","Probiotic","Khulna","Cotton Shrimp Disease","Cotton-like appearance of muscle tissue","Body","Parasite","Infectious"
"2-2-049-01","Large","Penaeus monodon","Don’t know","Fouling","Shrimp behaviour","Soda mix","Immunostimulant","Khulna","Cotton Shrimp Disease","Cotton-like appearance of muscle tissue","Body","Parasite","Infectious"
"2-2-049-01","Large","Penaeus monodon","Don’t know","Fouling","Shrimp behaviour","Super Biotic","Probiotic","Khulna","Cotton Shrimp Disease","Cotton-like appearance of muscle tissue","Body","Parasite","Infectious"
"2-2-049-01","Large","Penaeus monodon","Don’t know","Fouling","Shrimp behaviour","Super PS","Probiotic","Khulna","Cotton Shrimp Disease","Cotton-like appearance of muscle tissue","Body","Parasite","Infectious"
"2-2-049-01","Large","Penaeus monodon","Don’t know","Fouling","Shrimp behaviour","Zymetin","Probiotic","Khulna","Cotton Shrimp Disease","Cotton-like appearance of muscle tissue","Body","Parasite","Infectious"
"2-2-050-01","Medium","Penaeus monodon","No certification","Do not know","Experience","Eon Fish Grower","Immunostimulant","Khulna","Unknown","Unknown","Unknown","Unknown","Unknown"
"2-2-050-01","Medium","Penaeus monodon","No certification","Do not know","Mortality rate","Eon Fish Grower","Immunostimulant","Khulna","Unknown","Unknown","Unknown","Unknown","Unknown"
"2-2-050-01","Medium","Penaeus monodon","No certification","Do not know","Shrimp behaviour","Eon Fish Grower","Immunostimulant","Khulna","Unknown","Unknown","Unknown","Unknown","Unknown"
"2-2-051-01","Small","Penaeus monodon","Don’t know","WSSV","Experience","Biocult","Probiotic","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"2-2-051-01","Small","Penaeus monodon","Don’t know","EMS","Shrimp behaviour","Calmag","Immunostimulant","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-051-01","Small","Penaeus monodon","Don’t know","EMS","Mortality rate","Exorich","Immunostimulant","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-051-01","Small","Penaeus monodon","Don’t know","EMS","Mortality rate","Mutagen","Immunostimulant, Feed additive","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-051-01","Small","Penaeus monodon","Don’t know","EMS","Mortality rate","Ossi C","Immunostimulant, Antibiotic","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-051-01","Small","Penaeus monodon","Don’t know","EMS","Mortality rate","Super Biotic","Probiotic","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-051-01","Small","Penaeus monodon","Don’t know","EMS","Mortality rate","Super PS","Probiotic","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-051-01","Small","Penaeus monodon","Don’t know","EMS","Mortality rate","Zymetin","Probiotic","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-052-01","Small","Penaeus monodon","Don’t know","Black gill","Experience","Calmag","Immunostimulant","Khulna","Black Gill Disease","Black Spots on Gill","Gills","Bacteria/Fungus","Infectious"
"2-2-052-01","Small","Penaeus monodon","Don’t know","Gill decomposition","Other farmers experience","K-Max","Immunostimulant","Khulna","Black Gill Disease","Black Spots on Gill","Gills","Bacteria/Fungus","Infectious"
"2-2-052-01","Small","Penaeus monodon","Don’t know","Water accumulation in neck","Shrimp behaviour","Mutagen","Immunostimulant, Feed additive","Khulna","Water accumulation","Water accumulation in neck or head","Head/Neck","Unknown","Unknown"
"2-2-052-01","Small","Penaeus monodon","Don’t know","Water accumulation in neck","Mortality rate","Soda mix","Immunostimulant","Khulna","Water accumulation","Water accumulation in neck or head","Head/Neck","Unknown","Unknown"
"2-2-052-01","Small","Penaeus monodon","Don’t know","Water accumulation in neck","PHP/Feed company technician","Super Biotic","Probiotic","Khulna","Water accumulation","Water accumulation in neck or head","Head/Neck","Unknown","Unknown"
"2-2-052-01","Small","Penaeus monodon","Don’t know","Water accumulation in neck","PHP/Feed company technician","Super PS","Probiotic","Khulna","Water accumulation","Water accumulation in neck or head","Head/Neck","Unknown","Unknown"
"2-2-052-01","Small","Penaeus monodon","Don’t know","Water accumulation in neck","PHP/Feed company technician","Zymetin","Probiotic","Khulna","Water accumulation","Water accumulation in neck or head","Head/Neck","Unknown","Unknown"
"2-2-053-01","Medium","Penaeus monodon","No certification","WSSV","Don't know","A. Soil","Mineral elements","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"2-2-053-01","Medium","Penaeus monodon","No certification","EMS","Don't know","Bio-trim","Probiotic","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-053-01","Medium","Penaeus monodon","No certification","EMS","Don't know","Calmag","Immunostimulant","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-053-01","Medium","Penaeus monodon","No certification","EMS","Don't know","K-Max","Immunostimulant","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-053-01","Medium","Penaeus monodon","No certification","EMS","Don't know","Mutagen","Immunostimulant, Feed additive","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-053-01","Medium","Penaeus monodon","No certification","EMS","Don't know","pH Fixer","Probiotic","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-053-01","Medium","Penaeus monodon","No certification","EMS","Don't know","Soda mix","Immunostimulant","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-053-01","Medium","Penaeus monodon","No certification","EMS","Don't know","Super Biotic","Probiotic","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-053-01","Medium","Penaeus monodon","No certification","EMS","Don't know","Super PS","Probiotic","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-053-01","Medium","Penaeus monodon","No certification","EMS","Don't know","Zymetin","Probiotic","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-054-01","Medium","Penaeus monodon","No certification","WSSV","Experience","Bio-trim","Probiotic","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"2-2-054-01","Medium","Penaeus monodon","No certification","Black gill","Shrimp behaviour","C-180","Immunostimulant","Khulna","Black Gill Disease","Black Spots on Gill","Gills","Bacteria/Fungus","Infectious"
"2-2-054-01","Medium","Penaeus monodon","No certification","EMS","Shrimp behaviour","Calmag","Immunostimulant","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-054-01","Medium","Penaeus monodon","No certification","EMS","Shrimp behaviour","K-Max","Immunostimulant","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-054-01","Medium","Penaeus monodon","No certification","EMS","Shrimp behaviour","Mutagen","Immunostimulant, Feed additive","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-054-01","Medium","Penaeus monodon","No certification","EMS","Shrimp behaviour","pH Fixer","Probiotic","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-054-01","Medium","Penaeus monodon","No certification","EMS","Shrimp behaviour","Soda mix","Immunostimulant","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-054-01","Medium","Penaeus monodon","No certification","EMS","Shrimp behaviour","Super Biotic","Probiotic","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-054-01","Medium","Penaeus monodon","No certification","EMS","Shrimp behaviour","Super PS","Probiotic","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-054-01","Medium","Penaeus monodon","No certification","EMS","Shrimp behaviour","Zymetin","Probiotic","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-055-01","Small","Penaeus monodon","Don’t know","WSSV","Experience","A. Soil","Mineral elements","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"2-2-055-01","Medium","Penaeus monodon","No certification","WSSV","Experience","A. Soil","Mineral elements","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"2-2-055-01","Medium","Penaeus monodon","No certification","EMS","Shrimp behaviour","Calmag","Immunostimulant","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-055-01","Medium","Penaeus monodon","No certification","Water in shrimp head","Mortality rate","K-Max","Immunostimulant","Khulna","Water accumulation","Water accumulation in neck or head","Head/Neck","Unknown","Unknown"
"2-2-055-01","Medium","Penaeus monodon","No certification","Water in shrimp head","Mortality rate","Mutagen","Immunostimulant, Feed additive","Khulna","Water accumulation","Water accumulation in neck or head","Head/Neck","Unknown","Unknown"
"2-2-055-01","Medium","Penaeus monodon","No certification","Water in shrimp head","Mortality rate","Polgard plus","Water sanitizer","Khulna","Water accumulation","Water accumulation in neck or head","Head/Neck","Unknown","Unknown"
"2-2-055-01","Medium","Penaeus monodon","No certification","Water in shrimp head","Mortality rate","Soda mix","Immunostimulant","Khulna","Water accumulation","Water accumulation in neck or head","Head/Neck","Unknown","Unknown"
"2-2-055-01","Medium","Penaeus monodon","No certification","Water in shrimp head","Mortality rate","Super Biotic","Probiotic","Khulna","Water accumulation","Water accumulation in neck or head","Head/Neck","Unknown","Unknown"
"2-2-055-01","Medium","Penaeus monodon","No certification","Water in shrimp head","Mortality rate","Super PS","Probiotic","Khulna","Water accumulation","Water accumulation in neck or head","Head/Neck","Unknown","Unknown"
"2-2-055-01","Medium","Penaeus monodon","No certification","Water in shrimp head","Mortality rate","Zymetin","Probiotic","Khulna","Water accumulation","Water accumulation in neck or head","Head/Neck","Unknown","Unknown"
"2-2-056-01","Large","Penaeus monodon","Don’t know","WSSV","Experience","A. Soil","Mineral elements","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"2-2-056-01","Large","Penaeus monodon","Don’t know","EMS","Shrimp behaviour","C-182","Immunostimulant","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-056-01","Large","Penaeus monodon","Don’t know","EMS","Mortality rate","Calmag","Immunostimulant","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-056-01","Large","Penaeus monodon","Don’t know","EMS","Mortality rate","K-Max","Immunostimulant","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-056-01","Large","Penaeus monodon","Don’t know","EMS","Mortality rate","Mutagen","Immunostimulant, Feed additive","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-056-01","Large","Penaeus monodon","Don’t know","EMS","Mortality rate","pH Fixer","Probiotic","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-056-01","Large","Penaeus monodon","Don’t know","EMS","Mortality rate","Soda mix","Immunostimulant","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-056-01","Large","Penaeus monodon","Don’t know","EMS","Mortality rate","Super Biotic","Probiotic","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-056-01","Large","Penaeus monodon","Don’t know","EMS","Mortality rate","Zymetin","Probiotic","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-057-01","Small","Penaeus monodon","Don’t know","Black gill","Shrimp behaviour","Calmag","Immunostimulant","Khulna","Black Gill Disease","Black Spots on Gill","Gills","Bacteria/Fungus","Infectious"
"2-2-057-01","Small","Penaeus monodon","Don’t know","EMS","Shrimp behaviour","Exorich","Immunostimulant","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-057-01","Small","Penaeus monodon","Don’t know","Fouling","Shrimp behaviour","Gut Plus","Probiotic, Immunostimulant","Khulna","Cotton Shrimp Disease","Cotton-like appearance of muscle tissue","Body","Parasite","Infectious"
"2-2-057-01","Small","Penaeus monodon","Don’t know","Fouling","Shrimp behaviour","K-Max","Immunostimulant","Khulna","Cotton Shrimp Disease","Cotton-like appearance of muscle tissue","Body","Parasite","Infectious"
"2-2-057-01","Small","Penaeus monodon","Don’t know","Fouling","Shrimp behaviour","Nutri Gel","Immunostimulant","Khulna","Cotton Shrimp Disease","Cotton-like appearance of muscle tissue","Body","Parasite","Infectious"
"2-2-057-01","Small","Penaeus monodon","Don’t know","Fouling","Shrimp behaviour","Pro-2","Probiotic","Khulna","Cotton Shrimp Disease","Cotton-like appearance of muscle tissue","Body","Parasite","Infectious"
"2-2-057-01","Small","Penaeus monodon","Don’t know","Fouling","Shrimp behaviour","Soda mix","Immunostimulant","Khulna","Cotton Shrimp Disease","Cotton-like appearance of muscle tissue","Body","Parasite","Infectious"
"2-2-057-01","Small","Penaeus monodon","Don’t know","Fouling","Shrimp behaviour","Super PS","Probiotic","Khulna","Cotton Shrimp Disease","Cotton-like appearance of muscle tissue","Body","Parasite","Infectious"
"2-2-060-01","Small","Penaeus monodon","No certification","EMS","Shrimp behaviour","Bacten","Probiotic","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-060-01","Small","Penaeus monodon","No certification","WSSV","Experience","Bacten","Probiotic","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"2-2-060-01","Small","Penaeus monodon","No certification","EMS","Mortality rate","Calmag","Immunostimulant","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-060-01","Small","Penaeus monodon","No certification","EMS","Mortality rate","Exorich","Immunostimulant","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-060-01","Small","Penaeus monodon","No certification","EMS","Mortality rate","Pond Care","Probiotic","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-060-01","Small","Penaeus monodon","No certification","EMS","Mortality rate","Pro-W","Probiotic","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-060-01","Small","Penaeus monodon","No certification","EMS","Mortality rate","Soil Gold","Mineral elements","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-060-01","Small","Penaeus monodon","No certification","EMS","Mortality rate","Super Biotic","Probiotic","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-060-01","Small","Penaeus monodon","No certification","EMS","Mortality rate","Super PS","Probiotic","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-060-01","Small","Penaeus monodon","No certification","EMS","Mortality rate","Viva Growth","Unknown","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-060-01","Small","Penaeus monodon","No certification","EMS","Mortality rate","Viva Pond","Unknown","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-062-01","Medium","Penaeus monodon","Don’t know","WSSV","Experience","Bio-trim","Probiotic","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"2-2-062-01","Medium","Penaeus monodon","Don’t know","EMS","Shrimp behaviour","Calmag","Immunostimulant","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-062-01","Medium","Penaeus monodon","Don’t know","EMS","Shrimp behaviour","K-Max","Immunostimulant","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-062-01","Medium","Penaeus monodon","Don’t know","EMS","Shrimp behaviour","Mutagen","Immunostimulant, Feed additive","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-062-01","Medium","Penaeus monodon","Don’t know","EMS","Shrimp behaviour","Soda mix","Immunostimulant","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-062-01","Medium","Penaeus monodon","Don’t know","EMS","Shrimp behaviour","Super Biotic","Probiotic","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-062-01","Medium","Penaeus monodon","Don’t know","EMS","Shrimp behaviour","Super PS","Probiotic","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-062-01","Medium","Penaeus monodon","Don’t know","EMS","Shrimp behaviour","Zymetin","Probiotic","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-063-01","Large","Penaeus monodon","No certification","WSSV","PHP/Feed company technician","Calmag","Immunostimulant","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"2-2-063-01","Large","Penaeus monodon","No certification","Black gill","PHP/Feed company technician","Mutagen","Immunostimulant, Feed additive","Khulna","Black Gill Disease","Black Spots on Gill","Gills","Bacteria/Fungus","Infectious"
"2-2-063-01","Large","Penaeus monodon","No certification","Rostrum broken","PHP/Feed company technician","Soda mix","Immunostimulant","Khulna","Physical Injury","Broken rostrum","Rostrum","None","Physical"
"2-2-063-01","Large","Penaeus monodon","No certification","EMS","PHP/Feed company technician","Super PS","Probiotic","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-063-01","Large","Penaeus monodon","No certification","WSSV","Experience","Zymetin","Probiotic","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"2-2-064-01","Medium","Penaeus monodon","No certification","WSSV","Experience","Oxy-pH","Oxygen supplier","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"2-2-064-01","Medium","Penaeus monodon","No certification","EMS","Mortality rate","Super PS","Probiotic","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-064-01","Medium","Penaeus monodon","No certification","Rostrum broken","Shrimp behaviour","Super PS","Probiotic","Khulna","Physical Injury","Broken rostrum","Rostrum","None","Physical"
"2-2-064-01","Medium","Penaeus monodon","No certification","Tail rot","Experience","Super PS","Probiotic","Khulna","Appendage tip necrosis","Brown/black appendage tips","Appendages","Bacteria","Infectious"
"2-2-064-02","Small","Penaeus monodon","No certification","WSSV","Experience","Oxy-pH","Oxygen supplier","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"2-2-064-02","Small","Penaeus monodon","No certification","EMS","Mortality rate","Super PS","Probiotic","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
