"FarmID","FarmScaleID","SpeciesID","DiseaseID","DiseaseDiagnosis","SubstanceUsed","SubstanceCategory","Location","Disease","DiseaseSigns","AffectPart","Agent","Cause"
"88-320","Medium","Penaeus monodon","WSSV","University","Calcium carbonate","Water and sediment","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"88-321","Medium","Penaeus monodon","Black Gill Disease","Own experience","Calcium carbonate","Water and sediment","Khulna","Black Gill Disease","Black Spots on Gill","Gills","Bacteria/Fungus","Infectious"
"88-321","Medium","Penaeus monodon","Brown Spot Disease","Own experience","Calcium carbonate","Water and sediment","Khulna","Brown Spot Infection","Black/Brown Spots on Body","Body","Bacteria/Fungus","Infectious"
"88-321","Medium","Penaeus monodon","Vibrosis","Own experience","Calcium carbonate","Water and sediment","Khulna","Vibrosis","Body patches and muscle opacity","Body/muscle","Bacteria","Infectious"
"88-322","Medium","Penaeus monodon","WSSV","Diagnosis support from chemical supplier","Calcium hypochlorite","Disinfectants","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"88-322","Medium","Penaeus monodon","Brown Spot Disease","Diagnosis support from chemical supplier","Carbofuran","Pesticides","Khulna","Brown Spot Infection","Black/Brown Spots on Body","Body","Bacteria/Fungus","Infectious"
"88-322","Medium","Penaeus monodon","Cotton Shrimp Disease/Microsporidia","Diagnosis support from chemical supplier","Carbofuran","Pesticides","Khulna","Cotton Shrimp Disease","Cotton-like appearance of muscle tissue","Muscle","Parasite","Infectious"
"88-322","Medium","Penaeus monodon","Infectious Hypodermal and Haematopoietic Necrosis","Diagnosis support from chemical supplier","Calcium carbonate","Water and sediment","Khulna","IHHNV","Opaque abdominal musculature","Muscle","Virus","Infectious"
"88-322","Medium","Penaeus monodon","Black Gill Disease","Diagnosis support from chemical supplier","Zeolite","Water and sediment","Khulna","Black Gill Disease","Black Spots on Gill","Gills","Bacteria/Fungus","Infectious"
"88-323","Medium","Penaeus monodon","Brown Spot Disease","Own experience","Carbofuran","Pesticides","Khulna","Brown Spot Infection","Black/Brown Spots on Body","Body","Bacteria/Fungus","Infectious"
"88-323","Medium","Penaeus monodon","WSSV","Own experience","Carbofuran","Pesticides","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"88-324","Medium","Penaeus monodon","Brown Spot Disease","Own experience","Calcium carbonate","Water and sediment","Khulna","Brown Spot Infection","Black/Brown Spots on Body","Body","Bacteria/Fungus","Infectious"
"88-324","Medium","Penaeus monodon","Infectious Hypodermal and Haematopoietic Necrosis","Own experience","Calcium carbonate","Water and sediment","Khulna","IHHNV","Opaque abdominal musculature","Muscle","Virus","Infectious"
"88-324","Medium","Penaeus monodon","WSSV","Own experience","Calcium carbonate","Water and sediment","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"88-325","Medium","Penaeus monodon","Infectious Hypodermal and Haematopoietic Necrosis","Own experience","Calcium carbonate","Water and sediment","Khulna","IHHNV","Opaque abdominal musculature","Muscle","Virus","Infectious"
"88-325","Medium","Penaeus monodon","WSSV","Own experience","Calcium carbonate","Water and sediment","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"88-326","Medium","Penaeus monodon","Brown Spot Disease","Own experience","Calcium carbonate","Water and sediment","Khulna","Brown Spot Infection","Black/Brown Spots on Body","Body","Bacteria/Fungus","Infectious"
"88-326","Medium","Penaeus monodon","WSSV","Own experience","Calcium carbonate","Water and sediment","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"88-327","Medium","Penaeus monodon","Brown Spot Disease","Own experience","Calcium carbonate","Water and sediment","Khulna","Brown Spot Infection","Black/Brown Spots on Body","Body","Bacteria/Fungus","Infectious"
"88-327","Medium","Penaeus monodon","Cotton Shrimp Disease/Microsporidia","Own experience","Calcium carbonate","Water and sediment","Khulna","Cotton Shrimp Disease","Cotton-like appearance of muscle tissue","Muscle","Parasite","Infectious"
"88-327","Medium","Penaeus monodon","Necrotising hepatopancreditis Bacterium (NHPB)","Own experience","Calcium carbonate","Water and sediment","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"88-327","Medium","Penaeus monodon","WSSV","Own experience","Calcium carbonate","Water and sediment","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"88-328","Medium","Penaeus monodon","Black Gill Disease","University","Calcium carbonate","Water and sediment","Khulna","Black Gill Disease","Black Spots on Gill","Gills","Bacteria/Fungus","Infectious"
"88-328","Medium","Penaeus monodon","Infectious Hypodermal and Haematopoietic Necrosis","Professional diagnostic service","Calcium carbonate","Water and sediment","Khulna","IHHNV","Opaque abdominal musculature","Muscle","Virus","Infectious"
"88-328","Medium","Penaeus monodon","Pale Gill and Liver","Other research facility","Calcium carbonate","Water and sediment","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"88-328","Medium","Penaeus monodon","WSSV","Other research facility","Calcium carbonate","Water and sediment","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"88-329","Medium","Penaeus monodon","Brown Spot Disease","Neighboring farmer","Calcium carbonate","Water and sediment","Khulna","Brown Spot Infection","Black/Brown Spots on Body","Body","Bacteria/Fungus","Infectious"
"88-329","Medium","Penaeus monodon","WSSV","Own experience","Calcium carbonate","Water and sediment","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"88-330","Small","Penaeus monodon","Black Gill Disease","University","Calcium carbonate","Water and sediment","Khulna","Black Gill Disease","Black Spots on Gill","Gills","Bacteria/Fungus","Infectious"
"88-330","Small","Penaeus monodon","Infectious Hypodermal and Haematopoietic Necrosis","Professional diagnostic service","Calcium carbonate","Water and sediment","Khulna","IHHNV","Opaque abdominal musculature","Muscle","Virus","Infectious"
"88-330","Small","Penaeus monodon","Necrotising hepatopancreditis Bacterium (NHPB)","Other research facility","Calcium carbonate","Water and sediment","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"88-331","Small","Penaeus monodon","Black Gill Disease","Own experience","Calcium carbonate","Water and sediment","Khulna","Black Gill Disease","Black Spots on Gill","Gills","Bacteria/Fungus","Infectious"
"88-331","Small","Penaeus monodon","Brown Spot Disease","Neighboring farmer","Calcium carbonate","Water and sediment","Khulna","Brown Spot Infection","Black/Brown Spots on Body","Body","Bacteria/Fungus","Infectious"
"88-332","Small","Penaeus monodon","Brown Spot Disease","Own experience","Calcium carbonate","Water and sediment","Khulna","Brown Spot Infection","Black/Brown Spots on Body","Body","Bacteria/Fungus","Infectious"
"88-332","Small","Penaeus monodon","Infectious Hypodermal and Haematopoietic Necrosis","Diagnosis support from chemical supplier","Calcium carbonate","Water and sediment","Khulna","IHHNV","Opaque abdominal musculature","Muscle","Virus","Infectious"
"88-332","Small","Penaeus monodon","Vibrosis","Own experience","Calcium carbonate","Water and sediment","Khulna","Vibrosis","Body patches and muscle opacity","Body/muscle","Bacteria","Infectious"
"88-332","Small","Penaeus monodon","WSSV","Own experience","Calcium carbonate","Water and sediment","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"88-332","Small","Penaeus monodon","Yellow Head Virus (YHV)","Own experience","Calcium carbonate","Water and sediment","Khulna","YHD","Yellow spots on Body","Body","Virus","Infectious"
"88-333","Small","Penaeus monodon","Brown Spot Disease","Farm(s) employ trained health specialist(s)","Calcium carbonate","Water and sediment","Khulna","Brown Spot Infection","Black/Brown Spots on Body","Body","Bacteria/Fungus","Infectious"
"88-333","Small","Penaeus monodon","Cotton Shrimp Disease/Microsporidia","Farm(s) employ trained health specialist(s)","Calcium carbonate","Water and sediment","Khulna","Cotton Shrimp Disease","Cotton-like appearance of muscle tissue","Muscle","Parasite","Infectious"
"88-333","Small","Penaeus monodon","Infectious Hypodermal and Haematopoietic Necrosis","Farm(s) employ trained health specialist(s)","Calcium carbonate","Water and sediment","Khulna","IHHNV","Opaque abdominal musculature","Muscle","Virus","Infectious"
"88-333","Small","Penaeus monodon","Vibrosis","Farm(s) employ trained health specialist(s)","Calcium carbonate","Water and sediment","Khulna","Vibrosis","Body patches and muscle opacity","Body/muscle","Bacteria","Infectious"
"88-333","Small","Penaeus monodon","WSSV","Farm(s) employ trained health specialist(s)","Calcium carbonate","Water and sediment","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"88-333","Small","Penaeus monodon","Yellow Head Virus (YHV)","Farm(s) employ trained health specialist(s)","Calcium carbonate","Water and sediment","Khulna","YHD","Yellow spots on Body","Body","Virus","Infectious"
"88-334","Small","Penaeus monodon","Brown Spot Disease","Own experience","Calcium carbonate","Water and sediment","Khulna","Brown Spot Infection","Black/Brown Spots on Body","Body","Bacteria/Fungus","Infectious"
"88-334","Small","Penaeus monodon","WSSV","Farm(s) employ trained health specialist(s)","Calcium carbonate","Water and sediment","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"88-335","Small","Penaeus monodon","Taura Syndrome Virus (TSV)","Diagnosis support from chemical supplier","Calcium carbonate","Water and sediment","Khulna","TSV","Red Body, appendages, soft shell and empty stomach","All","Virus","Infectious"
"88-335","Small","Penaeus monodon","Black Gill Disease","Own experience","Zeolite","Water and sediment","Khulna","Black Gill Disease","Black Spots on Gill","Gills","Bacteria/Fungus","Infectious"
"88-335","Small","Penaeus monodon","Infectious Hypodermal and Haematopoietic Necrosis","Own experience","Zeolite","Water and sediment","Khulna","IHHNV","Opaque abdominal musculature","Muscle","Virus","Infectious"
"88-335","Small","Penaeus monodon","Pale Gill and Liver","Own experience","Zeolite","Water and sediment","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"88-335","Small","Penaeus monodon","Vibrosis","Own experience","Zeolite","Water and sediment","Khulna","Vibrosis","Body patches and muscle opacity","Body/muscle","Bacteria","Infectious"
"88-336","Small","Penaeus monodon","Brown Spot Disease","Diagnosis support from chemical supplier","Calcium carbonate","Water and sediment","Khulna","Brown Spot Infection","Black/Brown Spots on Body","Body","Bacteria/Fungus","Infectious"
"88-336","Small","Penaeus monodon","Infectious Hypodermal and Haematopoietic Necrosis","Diagnosis support from chemical supplier","Calcium carbonate","Water and sediment","Khulna","IHHNV","Opaque abdominal musculature","Muscle","Virus","Infectious"
"88-336","Small","Penaeus monodon","Necrosis of appendages","Diagnosis support from chemical supplier","Calcium carbonate","Water and sediment","Khulna","Appendage tip necrosis","Brown/black appendage tips","Appendages","Bacteria","Infectious"
"88-336","Small","Penaeus monodon","Pale Gill and Liver","Diagnosis support from chemical supplier","Calcium carbonate","Water and sediment","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"88-336","Small","Penaeus monodon","Taura Syndrome Virus (TSV)","Diagnosis support from chemical supplier","Calcium carbonate","Water and sediment","Khulna","TSV","Red Body, appendages, soft shell and empty stomach","All","Virus","Infectious"
"88-337","Small","Penaeus monodon","Brown Spot Disease","Own experience","Calcium carbonate","Water and sediment","Khulna","Brown Spot Infection","Black/Brown Spots on Body","Body","Bacteria/Fungus","Infectious"
"88-337","Small","Penaeus monodon","Pale Gill and Liver","Own experience","Calcium carbonate","Water and sediment","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"88-338","Small","Penaeus monodon","Brown Spot Disease","Diagnosis support from chemical supplier","Calcium carbonate","Water and sediment","Khulna","Brown Spot Infection","Black/Brown Spots on Body","Body","Bacteria/Fungus","Infectious"
"88-338","Small","Penaeus monodon","WSSV","Diagnosis support from chemical supplier","Calcium carbonate","Water and sediment","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"88-339","Small","Penaeus monodon","Brown Spot Disease","Own experience","Calcium carbonate","Water and sediment","Khulna","Brown Spot Infection","Black/Brown Spots on Body","Body","Bacteria/Fungus","Infectious"
"88-339","Small","Penaeus monodon","Infectious Hypodermal and Haematopoietic Necrosis","Own experience","Calcium carbonate","Water and sediment","Khulna","IHHNV","Opaque abdominal musculature","Muscle","Virus","Infectious"
"88-339","Small","Penaeus monodon","Taura Syndrome Virus (TSV)","Own experience","Calcium carbonate","Water and sediment","Khulna","TSV","Red Body, appendages, soft shell and empty stomach","All","Virus","Infectious"
"88-340","Small","Penaeus monodon","Infectious Hypodermal and Haematopoietic Necrosis","University","Calcium carbonate","Water and sediment","Khulna","IHHNV","Opaque abdominal musculature","Muscle","Virus","Infectious"
"88-340","Small","Penaeus monodon","Taura Syndrome Virus (TSV)","Professional diagnostic service","Calcium carbonate","Water and sediment","Khulna","TSV","Red Body, appendages, soft shell and empty stomach","All","Virus","Infectious"
"88-340","Small","Penaeus monodon","WSSV","Other research facility","Calcium carbonate","Water and sediment","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"88-341","Medium","Penaeus monodon","Brown Spot Disease","Own experience","Potassium permanganate","Disinfectants","Khulna","Brown Spot Infection","Black/Brown Spots on Body","Body","Bacteria/Fungus","Infectious"
"88-341","Medium","Penaeus monodon","WSSV","Own experience","Calcium carbonate","Water and sediment","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"88-341","Medium","Penaeus monodon","Brown Spot Disease","Own experience","Zeolite","Water and sediment","Khulna","Brown Spot Infection","Black/Brown Spots on Body","Body","Bacteria/Fungus","Infectious"
"88-342","Medium","Penaeus monodon","Infectious Hypodermal and Haematopoietic Necrosis","University","Calcium carbonate","Water and sediment","Khulna","IHHNV","Opaque abdominal musculature","Muscle","Virus","Infectious"
"88-342","Medium","Penaeus monodon","Necrosis of appendages","Own experience","Calcium carbonate","Water and sediment","Khulna","Appendage tip necrosis","Brown/black appendage tips","Appendages","Bacteria","Infectious"
"88-342","Medium","Penaeus monodon","Pale Gill and Liver","Neighboring farmer","Calcium carbonate","Water and sediment","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"88-342","Medium","Penaeus monodon","Taura Syndrome Virus (TSV)","Professional diagnostic service","Calcium carbonate","Water and sediment","Khulna","TSV","Red Body, appendages, soft shell and empty stomach","All","Virus","Infectious"
"88-342","Medium","Penaeus monodon","Vibrosis","Diagnosis support from chemical supplier","Calcium carbonate","Water and sediment","Khulna","Vibrosis","Body patches and muscle opacity","Body/muscle","Bacteria","Infectious"
"88-342","Medium","Penaeus monodon","WSSV","Other research facility","Calcium carbonate","Water and sediment","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"88-343","Medium","Penaeus monodon","Infectious Hypodermal and Haematopoietic Necrosis","Own experience","Calcium carbonate","Water and sediment","Khulna","IHHNV","Opaque abdominal musculature","Muscle","Virus","Infectious"
"88-343","Medium","Penaeus monodon","Vibrosis","Own experience","Calcium carbonate","Water and sediment","Khulna","Vibrosis","Body patches and muscle opacity","Body/muscle","Bacteria","Infectious"
"88-343","Medium","Penaeus monodon","WSSV","Own experience","Calcium carbonate","Water and sediment","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"88-343","Medium","Penaeus monodon","Yellow Head Virus (YHV)","Own experience","Calcium carbonate","Water and sediment","Khulna","YHD","Yellow spots on Body","Body","Virus","Infectious"
"88-344","Medium","Penaeus monodon","Pale Gill and Liver","Own experience","(Ag)Rifit(Trade name)","Herbicide","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"88-344","Medium","Penaeus monodon","Pale Gill and Liver","Own experience","Carbofuran","Pesticides","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"88-344","Medium","Penaeus monodon","Pale Gill and Liver","Own experience","Hildon","Pesticides","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"88-344","Medium","Penaeus monodon","Infectious Hypodermal and Haematopoietic Necrosis","Own experience","Calcium carbonate","Water and sediment","Khulna","IHHNV","Opaque abdominal musculature","Muscle","Virus","Infectious"
"88-344","Medium","Penaeus monodon","WSSV","Own experience","Dolomite","Water and sediment","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"88-344","Medium","Penaeus monodon","Pale Gill and Liver","Own experience","Zeolite","Water and sediment","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"88-345","Medium","Penaeus monodon","Necrosis of appendages","Own experience","Calcium carbonate","Water and sediment","Khulna","Appendage tip necrosis","Brown/black appendage tips","Appendages","Bacteria","Infectious"
"88-345","Medium","Penaeus monodon","Yellow Head Virus (YHV)","Own experience","Calcium carbonate","Water and sediment","Khulna","YHD","Yellow spots on Body","Body","Virus","Infectious"
"88-346","Medium","Penaeus monodon","Brown Spot Disease","Own experience","Carbofuran","Pesticides","Khulna","Brown Spot Infection","Black/Brown Spots on Body","Body","Bacteria/Fungus","Infectious"
"88-346","Medium","Penaeus monodon","WSSV","Own experience","Calcium carbonate","Water and sediment","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"88-346","Medium","Penaeus monodon","Brown Spot Disease","Own experience","Zeolite","Water and sediment","Khulna","Brown Spot Infection","Black/Brown Spots on Body","Body","Bacteria/Fungus","Infectious"
"88-347","Medium","Penaeus monodon","Infectious Hypodermal and Haematopoietic Necrosis","Neighboring farmer","Calcium carbonate","Water and sediment","Khulna","IHHNV","Opaque abdominal musculature","Muscle","Virus","Infectious"
"88-347","Medium","Penaeus monodon","Vibrosis","Neighboring farmer","Calcium carbonate","Water and sediment","Khulna","Vibrosis","Body patches and muscle opacity","Body/muscle","Bacteria","Infectious"
"88-347","Medium","Penaeus monodon","WSSV","Neighboring farmer","Calcium carbonate","Water and sediment","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"88-348","Medium","Penaeus monodon","Brown Spot Disease","Diagnosis support from chemical supplier","Calcium carbonate","Water and sediment","Khulna","Brown Spot Infection","Black/Brown Spots on Body","Body","Bacteria/Fungus","Infectious"
"88-348","Medium","Penaeus monodon","WSSV","Neighboring farmer","Calcium carbonate","Water and sediment","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"88-349","Medium","Penaeus monodon","Brown Spot Disease","Own experience","Calcium carbonate","Water and sediment","Khulna","Brown Spot Infection","Black/Brown Spots on Body","Body","Bacteria/Fungus","Infectious"
"88-349","Medium","Penaeus monodon","Infectious Hypodermal and Haematopoietic Necrosis","Own experience","Calcium carbonate","Water and sediment","Khulna","IHHNV","Opaque abdominal musculature","Muscle","Virus","Infectious"
"88-349","Medium","Penaeus monodon","WSSV","Own experience","Calcium carbonate","Water and sediment","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"88-350","Medium","Penaeus monodon","Brown Spot Disease","Own experience","Calcium carbonate","Water and sediment","Khulna","Brown Spot Infection","Black/Brown Spots on Body","Body","Bacteria/Fungus","Infectious"
"88-350","Medium","Penaeus monodon","WSSV","Own experience","Calcium carbonate","Water and sediment","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"88-351","Small","Penaeus monodon","WSSV","Own experience","Calcium carbonate","Water and sediment","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"88-352","Small","Penaeus monodon","Black Gill Disease","Neighboring farmer","Zeolite","Water and sediment","Khulna","Black Gill Disease","Black Spots on Gill","Gills","Bacteria/Fungus","Infectious"
"88-352","Small","Penaeus monodon","Vibrosis","Neighboring farmer","Zeolite","Water and sediment","Khulna","Vibrosis","Body patches and muscle opacity","Body/muscle","Bacteria","Infectious"
"88-352","Small","Penaeus monodon","WSSV","Neighboring farmer","Zeolite","Water and sediment","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"88-353","Small","Penaeus monodon","Black Gill Disease","Own experience","Calcium carbonate","Water and sediment","Khulna","Black Gill Disease","Black Spots on Gill","Gills","Bacteria/Fungus","Infectious"
"88-353","Small","Penaeus monodon","WSSV","Own experience","Zeolite","Water and sediment","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"88-354","Small","Penaeus monodon","Infectious Hypodermal and Haematopoietic Necrosis","Own experience","Calcium carbonate","Water and sediment","Khulna","IHHNV","Opaque abdominal musculature","Muscle","Virus","Infectious"
"88-354","Small","Penaeus monodon","WSSV","Own experience","Calcium carbonate","Water and sediment","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"88-354","Small","Penaeus monodon","Yellow Head Virus (YHV)","Own experience","Calcium carbonate","Water and sediment","Khulna","YHD","Yellow spots on Body","Body","Virus","Infectious"
"88-355","Small","Penaeus monodon","Brown Spot Disease","Diagnosis support from chemical supplier","Calcium carbonate","Water and sediment","Khulna","Brown Spot Infection","Black/Brown Spots on Body","Body","Bacteria/Fungus","Infectious"
"88-355","Small","Penaeus monodon","WSSV","Own experience","Calcium carbonate","Water and sediment","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"88-356","Small","Penaeus monodon","Infectious Hypodermal and Haematopoietic Necrosis","Neighboring farmer","Calcium carbonate","Water and sediment","Khulna","IHHNV","Opaque abdominal musculature","Muscle","Virus","Infectious"
"88-356","Small","Penaeus monodon","WSSV","Diagnosis support from chemical supplier","Calcium carbonate","Water and sediment","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"88-356","Small","Penaeus monodon","Yellow Head Virus (YHV)","Own experience","Calcium carbonate","Water and sediment","Khulna","YHD","Yellow spots on Body","Body","Virus","Infectious"
"88-357","Small","Penaeus monodon","Brown Spot Disease","Own experience","Calcium carbonate","Water and sediment","Khulna","Brown Spot Infection","Black/Brown Spots on Body","Body","Bacteria/Fungus","Infectious"
"88-357","Small","Penaeus monodon","Infectious Hypodermal and Haematopoietic Necrosis","Own experience","Calcium carbonate","Water and sediment","Khulna","IHHNV","Opaque abdominal musculature","Muscle","Virus","Infectious"
"88-357","Small","Penaeus monodon","Necrosis of appendages","Own experience","Calcium carbonate","Water and sediment","Khulna","Appendage tip necrosis","Brown/black appendage tips","Appendages","Bacteria","Infectious"
"88-357","Small","Penaeus monodon","Taura Syndrome Virus (TSV)","Own experience","Calcium carbonate","Water and sediment","Khulna","TSV","Red Body, appendages, soft shell and empty stomach","All","Virus","Infectious"
"88-357","Small","Penaeus monodon","WSSV","Own experience","Calcium carbonate","Water and sediment","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"88-358","Small","Penaeus monodon","Brown Spot Disease","Own experience","Calcium carbonate","Water and sediment","Khulna","Brown Spot Infection","Black/Brown Spots on Body","Body","Bacteria/Fungus","Infectious"
"88-358","Small","Penaeus monodon","WSSV","Own experience","Calcium carbonate","Water and sediment","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"88-359","Small","Penaeus monodon","Black Gill Disease","Diagnosis support from chemical supplier","Dolomite","Water and sediment","Khulna","Black Gill Disease","Black Spots on Gill","Gills","Bacteria/Fungus","Infectious"
"88-359","Small","Penaeus monodon","Vibrosis","Diagnosis support from chemical supplier","Zeolite","Water and sediment","Khulna","Vibrosis","Body patches and muscle opacity","Body/muscle","Bacteria","Infectious"
"88-360","Small","Penaeus monodon","Black Gill Disease","Own experience","Calcium carbonate","Water and sediment","Khulna","Black Gill Disease","Black Spots on Gill","Gills","Bacteria/Fungus","Infectious"
"88-360","Small","Penaeus monodon","Taura Syndrome Virus (TSV)","Diagnosis support from chemical supplier","Calcium carbonate","Water and sediment","Khulna","TSV","Red Body, appendages, soft shell and empty stomach","All","Virus","Infectious"
"88-360","Small","Penaeus monodon","WSSV","Own experience","Calcium carbonate","Water and sediment","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"88-361","Medium","Penaeus monodon","Infectious Hypodermal and Haematopoietic Necrosis","Professional diagnostic service","Calcium carbonate","Water and sediment","Chittagong","IHHNV","Opaque abdominal musculature","Muscle","Virus","Infectious"
"88-361","Medium","Penaeus monodon","Vibrosis","Other research facility","Calcium carbonate","Water and sediment","Chittagong","Vibrosis","Body patches and muscle opacity","Body/muscle","Bacteria","Infectious"
"88-361","Medium","Penaeus monodon","Vibrosis","University","Calcium carbonate","Water and sediment","Chittagong","Vibrosis","Body patches and muscle opacity","Body/muscle","Bacteria","Infectious"
"88-362","Large","Penaeus monodon","Infectious Hypodermal and Haematopoietic Necrosis","Professional diagnostic service","Calcium carbonate","Water and sediment","Chittagong","IHHNV","Opaque abdominal musculature","Muscle","Virus","Infectious"
"88-362","Large","Penaeus monodon","Vibrosis","Other research facility","Calcium carbonate","Water and sediment","Chittagong","Vibrosis","Body patches and muscle opacity","Body/muscle","Bacteria","Infectious"
"88-362","Large","Penaeus monodon","Vibrosis","University","Calcium carbonate","Water and sediment","Chittagong","Vibrosis","Body patches and muscle opacity","Body/muscle","Bacteria","Infectious"
"88-363","Medium","Penaeus monodon","Necrotising hepatopancreditis Bacterium (NHPB)","University","Calcium carbonate","Water and sediment","Chittagong","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"88-363","Medium","Penaeus monodon","Vibrosis","Other research facility","Calcium carbonate","Water and sediment","Chittagong","Vibrosis","Body patches and muscle opacity","Body/muscle","Bacteria","Infectious"
"88-363","Medium","Penaeus monodon","WSSV","Professional diagnostic service","Calcium carbonate","Water and sediment","Chittagong","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"88-364","Medium","Penaeus monodon","WSSV","Own experience","Calcium carbonate","Water and sediment","Chittagong","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"88-365","Medium","Penaeus monodon","WSSV","Own experience","Calcium carbonate","Water and sediment","Chittagong","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"88-366","Medium","Penaeus monodon","WSSV","Own experience","Calcium carbonate","Water and sediment","Chittagong","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"88-366","Medium","Penaeus monodon","WSSV","Own experience","Calcium oxide","Water and sediment","Chittagong","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"88-367","Medium","Penaeus monodon","Brown Spot Disease","Farm(s) employ trained health specialist(s)","Calcium carbonate","Water and sediment","Chittagong","Brown Spot Infection","Black/Brown Spots on Body","Body","Bacteria/Fungus","Infectious"
"88-367","Medium","Penaeus monodon","Pale Gill and Liver","Farm(s) employ trained health specialist(s)","Calcium carbonate","Water and sediment","Chittagong","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"88-367","Medium","Penaeus monodon","Taura Syndrome Virus (TSV)","Own experience","Calcium carbonate","Water and sediment","Chittagong","TSV","Red Body, appendages, soft shell and empty stomach","All","Virus","Infectious"
"88-367","Medium","Penaeus monodon","WSSV","Farm(s) employ trained health specialist(s)","Calcium carbonate","Water and sediment","Chittagong","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"88-368","Medium","Penaeus monodon","WSSV","Own experience","Calcium carbonate","Water and sediment","Chittagong","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
